"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","10.11.2023 04:55","946 μS/cm","1.17 NTU","9.15 mg/L","7.75","10.11.2023 04:57"
"Muuli VKM","10.11.2023 04:50","946 μS/cm","1.23 NTU","9.13 mg/L","7.75","10.11.2023 04:52"
"Muuli VKM","10.11.2023 04:45","946 μS/cm","1.24 NTU","9.15 mg/L","7.74","10.11.2023 04:47"
"Muuli VKM","10.11.2023 04:40","946 μS/cm","1.26 NTU","9.16 mg/L","7.74","10.11.2023 04:42"
"Muuli VKM","10.11.2023 04:35","947 μS/cm","1.26 NTU","9.19 mg/L","7.74","10.11.2023 04:37"
"Muuli VKM","10.11.2023 04:30","947 μS/cm","1.31 NTU","9.22 mg/L","7.73","10.11.2023 04:32"
"Muuli VKM","10.11.2023 04:25","947 μS/cm","1.34 NTU","9.21 mg/L","7.72","10.11.2023 04:27"
"Muuli VKM","10.11.2023 04:20","947 μS/cm","1.39 NTU","9.23 mg/L","7.71","10.11.2023 04:22"
"Muuli VKM","10.11.2023 04:15","947 μS/cm","1.37 NTU","9.25 mg/L","7.7","10.11.2023 04:17"
"Muuli VKM","10.11.2023 04:10","947 μS/cm","1.39 NTU","9.26 mg/L","7.7","10.11.2023 04:12"
"Muuli VKM","10.11.2023 04:05","947 μS/cm","1.4 NTU","9.27 mg/L","7.7","10.11.2023 04:07"
"Muuli VKM","10.11.2023 04:00","948 μS/cm","4.38 NTU","9.29 mg/L","7.7","10.11.2023 04:02"
"Muuli VKM","10.11.2023 03:55","948 μS/cm","5.76 NTU","9.3 mg/L","7.69","10.11.2023 03:57"
"Muuli VKM","10.11.2023 03:50","949 μS/cm","7.2 NTU","9.31 mg/L","7.68","10.11.2023 03:52"
"Muuli VKM","10.11.2023 03:45","947 μS/cm","7.17 NTU","9.32 mg/L","7.68","10.11.2023 03:47"
"Muuli VKM","10.11.2023 03:40","945 μS/cm","7.15 NTU","9.35 mg/L","7.68","10.11.2023 03:42"
"Muuli VKM","10.11.2023 03:35","942 μS/cm","7.12 NTU","9.39 mg/L","7.68","10.11.2023 03:37"
"Muuli VKM","10.11.2023 03:30","940 μS/cm","7.04 NTU","9.41 mg/L","7.68","10.11.2023 03:32"
"Muuli VKM","10.11.2023 03:25","938 μS/cm","7.01 NTU","9.43 mg/L","7.69","10.11.2023 03:27"
"Muuli VKM","10.11.2023 03:20","936 μS/cm","6.92 NTU","9.49 mg/L","7.68","10.11.2023 03:22"
"Muuli VKM","10.11.2023 03:15","934 μS/cm","6.84 NTU","9.42 mg/L","7.68","10.11.2023 03:17"
"Muuli VKM","10.11.2023 03:10","932 μS/cm","3.8 NTU","9.39 mg/L","7.68","10.11.2023 03:12"
"Muuli VKM","10.11.2023 03:05","931 μS/cm","2.39 NTU","9.4 mg/L","7.68","10.11.2023 03:07"
"Muuli VKM","10.11.2023 03:00","923 μS/cm","0.96 NTU","9.14 mg/L","7.73","10.11.2023 03:02"
"Muuli VKM","10.11.2023 02:55","923 μS/cm","0.96 NTU","9.13 mg/L","7.72","10.11.2023 02:57"
"Muuli VKM","10.11.2023 02:50","923 μS/cm","1.01 NTU","9.16 mg/L","7.72","10.11.2023 02:52"
"Muuli VKM","10.11.2023 02:45","923 μS/cm","1 NTU","9.16 mg/L","7.71","10.11.2023 02:47"
"Muuli VKM","10.11.2023 02:40","923 μS/cm","1.09 NTU","9.18 mg/L","7.7","10.11.2023 02:42"
"Muuli VKM","10.11.2023 02:35","923 μS/cm","1.17 NTU","9.22 mg/L","7.7","10.11.2023 02:37"
"Muuli VKM","10.11.2023 02:30","923 μS/cm","1.22 NTU","9.21 mg/L","7.69","10.11.2023 02:32"
"Muuli VKM","10.11.2023 02:25","923 μS/cm","1.35 NTU","9.24 mg/L","7.69","10.11.2023 02:27"
"Muuli VKM","10.11.2023 02:20","923 μS/cm","1.52 NTU","9.25 mg/L","7.7","10.11.2023 02:22"
"Muuli VKM","10.11.2023 02:15","923 μS/cm","1.68 NTU","9.26 mg/L","7.69","10.11.2023 02:17"
"Muuli VKM","10.11.2023 02:10","923 μS/cm","1.85 NTU","9.28 mg/L","7.69","10.11.2023 02:12"
"Muuli VKM","10.11.2023 02:05","923 μS/cm","2.02 NTU","9.3 mg/L","7.69","10.11.2023 02:07"
"Muuli VKM","10.11.2023 02:00","923 μS/cm","5.03 NTU","9.32 mg/L","7.68","10.11.2023 02:02"
"Muuli VKM","10.11.2023 01:55","924 μS/cm","5.89 NTU","9.32 mg/L","7.68","10.11.2023 01:57"
"Muuli VKM","10.11.2023 01:50","924 μS/cm","8.72 NTU","9.32 mg/L","7.67","10.11.2023 01:52"
"Muuli VKM","10.11.2023 01:45","930 μS/cm","8.71 NTU","9.34 mg/L","7.67","10.11.2023 01:47"
"Muuli VKM","10.11.2023 01:40","935 μS/cm","8.73 NTU","9.4 mg/L","7.67","10.11.2023 01:42"
"Muuli VKM","10.11.2023 01:35","941 μS/cm","8.66 NTU","9.43 mg/L","7.68","10.11.2023 01:37"
"Muuli VKM","10.11.2023 01:30","946 μS/cm","8.54 NTU","9.46 mg/L","7.68","10.11.2023 01:32"
"Muuli VKM","10.11.2023 01:25","951 μS/cm","8.43 NTU","9.49 mg/L","7.68","10.11.2023 01:27"
"Muuli VKM","10.11.2023 01:20","957 μS/cm","8.26 NTU","9.5 mg/L","7.67","10.11.2023 01:22"
"Muuli VKM","10.11.2023 01:15","962 μS/cm","8.12 NTU","9.4 mg/L","7.67","10.11.2023 01:17"
"Muuli VKM","10.11.2023 01:10","967 μS/cm","5.08 NTU","9.41 mg/L","7.67","10.11.2023 01:12"
"Muuli VKM","10.11.2023 01:05","972 μS/cm","4.28 NTU","9.42 mg/L","7.67","10.11.2023 01:07"
"Muuli VKM","10.11.2023 01:00","966 μS/cm","1.46 NTU","9 mg/L","7.68","10.11.2023 01:02"
"Muuli VKM","10.11.2023 00:55","966 μS/cm","1.49 NTU","8.98 mg/L","7.68","10.11.2023 00:57"
"Muuli VKM","10.11.2023 00:50","966 μS/cm","1.5 NTU","8.99 mg/L","7.68","10.11.2023 00:52"
"Muuli VKM","10.11.2023 00:45","966 μS/cm","1.51 NTU","8.98 mg/L","7.68","10.11.2023 00:47"
"Muuli VKM","10.11.2023 00:40","966 μS/cm","1.54 NTU","8.99 mg/L","7.68","10.11.2023 00:42"
"Muuli VKM","10.11.2023 00:35","966 μS/cm","1.59 NTU","9 mg/L","7.67","10.11.2023 00:37"
"Muuli VKM","10.11.2023 00:30","966 μS/cm","1.91 NTU","8.99 mg/L","7.67","10.11.2023 00:32"
"Muuli VKM","10.11.2023 00:25","966 μS/cm","1.95 NTU","8.98 mg/L","7.66","10.11.2023 00:27"
"Muuli VKM","10.11.2023 00:20","966 μS/cm","2.03 NTU","8.99 mg/L","7.66","10.11.2023 00:22"
"Muuli VKM","10.11.2023 00:15","967 μS/cm","2.1 NTU","8.97 mg/L","7.66","10.11.2023 00:17"
"Muuli VKM","10.11.2023 00:10","967 μS/cm","2.17 NTU","8.97 mg/L","7.65","10.11.2023 00:12"
"Muuli VKM","10.11.2023 00:05","967 μS/cm","2.25 NTU","9 mg/L","7.65","10.11.2023 00:07"
"Muuli VKM","10.11.2023 00:00","969 μS/cm","2.44 NTU","9 mg/L","7.64","10.11.2023 00:02"
"Muuli VKM","09.11.2023 23:55","972 μS/cm","2.7 NTU","8.99 mg/L","7.64","09.11.2023 23:57"
"Muuli VKM","09.11.2023 23:50","972 μS/cm","3.22 NTU","9 mg/L","7.64","09.11.2023 23:52"
"Muuli VKM","09.11.2023 23:45","973 μS/cm","4.55 NTU","9.01 mg/L","7.64","09.11.2023 23:47"
"Muuli VKM","09.11.2023 23:40","974 μS/cm","138.92 NTU","9.01 mg/L","7.64","09.11.2023 23:42"
"Muuli VKM","09.11.2023 23:35","975 μS/cm","140.12 NTU","9.04 mg/L","7.65","09.11.2023 23:37"
"Muuli VKM","09.11.2023 23:30","976 μS/cm","141.69 NTU","9.05 mg/L","7.65","09.11.2023 23:32"
"Muuli VKM","09.11.2023 23:25","977 μS/cm","143.13 NTU","9.07 mg/L","7.65","09.11.2023 23:27"
"Muuli VKM","09.11.2023 23:20","978 μS/cm","143.92 NTU","9.12 mg/L","7.65","09.11.2023 23:22"
"Muuli VKM","09.11.2023 23:15","979 μS/cm","12.46 NTU","9.1 mg/L","7.64","09.11.2023 23:17"
"Muuli VKM","09.11.2023 23:10","980 μS/cm","10.67 NTU","9.22 mg/L","7.65","09.11.2023 23:12"
"Muuli VKM","09.11.2023 23:05","980 μS/cm","7.59 NTU","9.28 mg/L","7.66","09.11.2023 23:07"
"Muuli VKM","09.11.2023 23:00","979 μS/cm","1.49 NTU","8.88 mg/L","7.7","09.11.2023 23:02"
"Muuli VKM","09.11.2023 22:55","979 μS/cm","1.53 NTU","8.91 mg/L","7.7","09.11.2023 22:57"
"Muuli VKM","09.11.2023 22:50","979 μS/cm","1.55 NTU","8.92 mg/L","7.7","09.11.2023 22:52"
"Muuli VKM","09.11.2023 22:45","979 μS/cm","1.57 NTU","8.95 mg/L","7.71","09.11.2023 22:47"
"Muuli VKM","09.11.2023 22:40","978 μS/cm","1.59 NTU","8.97 mg/L","7.71","09.11.2023 22:42"
"Muuli VKM","09.11.2023 22:35","978 μS/cm","1.68 NTU","9.01 mg/L","7.71","09.11.2023 22:37"
"Muuli VKM","09.11.2023 22:30","978 μS/cm","1.93 NTU","9 mg/L","7.7","09.11.2023 22:32"
"Muuli VKM","09.11.2023 22:25","978 μS/cm","2.2 NTU","9.04 mg/L","7.7","09.11.2023 22:27"
"Muuli VKM","09.11.2023 22:20","979 μS/cm","2.49 NTU","9.03 mg/L","7.69","09.11.2023 22:22"
"Muuli VKM","09.11.2023 22:15","979 μS/cm","2.78 NTU","9.02 mg/L","7.69","09.11.2023 22:17"
"Muuli VKM","09.11.2023 22:10","979 μS/cm","3.12 NTU","9.03 mg/L","7.69","09.11.2023 22:12"
"Muuli VKM","09.11.2023 22:05","979 μS/cm","3.58 NTU","9.06 mg/L","7.68","09.11.2023 22:07"
"Muuli VKM","09.11.2023 22:00","979 μS/cm","6.33 NTU","9.04 mg/L","7.68","09.11.2023 22:02"
"Muuli VKM","09.11.2023 21:55","975 μS/cm","7.91 NTU","9.04 mg/L","7.67","09.11.2023 21:57"
"Muuli VKM","09.11.2023 21:50","971 μS/cm","8.18 NTU","9.07 mg/L","7.66","09.11.2023 21:52"
"Muuli VKM","09.11.2023 21:45","966 μS/cm","8.05 NTU","9.1 mg/L","7.66","09.11.2023 21:47"
"Muuli VKM","09.11.2023 21:40","961 μS/cm","7.75 NTU","9.15 mg/L","7.66","09.11.2023 21:42"
"Muuli VKM","09.11.2023 21:35","955 μS/cm","7.45 NTU","9.17 mg/L","7.67","09.11.2023 21:37"
"Muuli VKM","09.11.2023 21:30","950 μS/cm","7.16 NTU","9.19 mg/L","7.67","09.11.2023 21:32"
"Muuli VKM","09.11.2023 21:25","944 μS/cm","6.84 NTU","9.23 mg/L","7.67","09.11.2023 21:27"
"Muuli VKM","09.11.2023 21:20","939 μS/cm","6.46 NTU","9.24 mg/L","7.66","09.11.2023 21:22"
"Muuli VKM","09.11.2023 21:15","933 μS/cm","5.99 NTU","9.24 mg/L","7.66","09.11.2023 21:17"
"Muuli VKM","09.11.2023 21:10","929 μS/cm","3.17 NTU","9.28 mg/L","7.66","09.11.2023 21:12"
"Muuli VKM","09.11.2023 21:05","927 μS/cm","1.6 NTU","9.31 mg/L","7.66","09.11.2023 21:07"
"Muuli VKM","09.11.2023 21:00","922 μS/cm","1.28 NTU","9.34 mg/L","7.72","09.11.2023 21:02"
"Muuli VKM","09.11.2023 20:55","922 μS/cm","1.31 NTU","9.38 mg/L","7.72","09.11.2023 20:57"
"Muuli VKM","09.11.2023 20:50","922 μS/cm","1.34 NTU","9.37 mg/L","7.72","09.11.2023 20:52"
"Muuli VKM","09.11.2023 20:45","922 μS/cm","1.4 NTU","9.36 mg/L","7.72","09.11.2023 20:47"
"Muuli VKM","09.11.2023 20:40","922 μS/cm","1.42 NTU","9.38 mg/L","7.71","09.11.2023 20:42"
"Muuli VKM","09.11.2023 20:35","922 μS/cm","1.39 NTU","9.38 mg/L","7.71","09.11.2023 20:37"
"Muuli VKM","09.11.2023 20:30","922 μS/cm","1.42 NTU","9.37 mg/L","7.7","09.11.2023 20:32"
"Muuli VKM","09.11.2023 20:25","922 μS/cm","1.42 NTU","9.36 mg/L","7.7","09.11.2023 20:32"
"Muuli VKM","09.11.2023 20:20","922 μS/cm","1.47 NTU","9.36 mg/L","7.69","09.11.2023 20:22"
"Muuli VKM","09.11.2023 20:15","922 μS/cm","1.43 NTU","9.38 mg/L","7.69","09.11.2023 20:17"
"Muuli VKM","09.11.2023 20:10","922 μS/cm","1.44 NTU","9.38 mg/L","7.69","09.11.2023 20:12"
"Muuli VKM","09.11.2023 20:05","922 μS/cm","1.45 NTU","9.38 mg/L","7.69","09.11.2023 20:07"
"Muuli VKM","09.11.2023 20:00","922 μS/cm","2.16 NTU","9.4 mg/L","7.68","09.11.2023 20:02"
"Muuli VKM","09.11.2023 19:55","922 μS/cm","4.92 NTU","9.39 mg/L","7.67","09.11.2023 19:57"
"Muuli VKM","09.11.2023 19:50","923 μS/cm","5.19 NTU","9.38 mg/L","7.67","09.11.2023 19:52"
"Muuli VKM","09.11.2023 19:45","923 μS/cm","6.04 NTU","9.39 mg/L","7.67","09.11.2023 19:47"
"Muuli VKM","09.11.2023 19:40","923 μS/cm","6.07 NTU","9.41 mg/L","7.68","09.11.2023 19:42"
"Muuli VKM","09.11.2023 19:35","924 μS/cm","6.1 NTU","9.44 mg/L","7.68","09.11.2023 19:37"
"Muuli VKM","09.11.2023 19:30","923 μS/cm","6.11 NTU","9.44 mg/L","7.68","09.11.2023 19:32"
"Muuli VKM","09.11.2023 19:25","923 μS/cm","6.16 NTU","9.47 mg/L","7.68","09.11.2023 19:27"
"Muuli VKM","09.11.2023 19:20","923 μS/cm","6.16 NTU","9.48 mg/L","7.67","09.11.2023 19:22"
"Muuli VKM","09.11.2023 19:15","923 μS/cm","6.2 NTU","9.51 mg/L","7.66","09.11.2023 19:17"
"Muuli VKM","09.11.2023 19:10","924 μS/cm","5.54 NTU","9.51 mg/L","7.67","09.11.2023 19:12"
"Muuli VKM","09.11.2023 19:05","924 μS/cm","2.79 NTU","9.53 mg/L","7.66","09.11.2023 19:07"
"Muuli VKM","09.11.2023 19:00","923 μS/cm","2.57 NTU","9.38 mg/L","7.66","09.11.2023 19:02"
"Muuli VKM","09.11.2023 18:55","919 μS/cm","1.81 NTU","9.27 mg/L","7.65","09.11.2023 18:57"
"Muuli VKM","09.11.2023 18:50","918 μS/cm","1.9 NTU","9.28 mg/L","7.65","09.11.2023 18:52"
"Muuli VKM","09.11.2023 18:45","918 μS/cm","2.01 NTU","9.28 mg/L","7.65","09.11.2023 18:47"
"Muuli VKM","09.11.2023 18:40","919 μS/cm","2.19 NTU","9.31 mg/L","7.65","09.11.2023 18:42"
"Muuli VKM","09.11.2023 18:35","919 μS/cm","2.59 NTU","9.3 mg/L","7.65","09.11.2023 18:37"
"Muuli VKM","09.11.2023 18:30","919 μS/cm","3.08 NTU","9.31 mg/L","7.65","09.11.2023 18:32"
"Muuli VKM","09.11.2023 18:25","919 μS/cm","3.55 NTU","9.31 mg/L","7.65","09.11.2023 18:27"
"Muuli VKM","09.11.2023 18:20","919 μS/cm","4.03 NTU","9.29 mg/L","7.65","09.11.2023 18:22"
"Muuli VKM","09.11.2023 18:15","919 μS/cm","4.55 NTU","9.31 mg/L","7.64","09.11.2023 18:17"
"Muuli VKM","09.11.2023 18:10","919 μS/cm","5.13 NTU","9.33 mg/L","7.64","09.11.2023 18:12"
"Muuli VKM","09.11.2023 18:05","919 μS/cm","5.84 NTU","9.3 mg/L","7.64","09.11.2023 18:07"
"Muuli VKM","09.11.2023 18:00","919 μS/cm","7.88 NTU","9.32 mg/L","7.64","09.11.2023 18:02"
"Muuli VKM","09.11.2023 17:55","919 μS/cm","10.88 NTU","9.34 mg/L","7.64","09.11.2023 17:57"
"Muuli VKM","09.11.2023 17:50","919 μS/cm","11 NTU","9.32 mg/L","7.63","09.11.2023 17:52"
"Muuli VKM","09.11.2023 17:45","922 μS/cm","11.78 NTU","9.34 mg/L","7.64","09.11.2023 17:47"
"Muuli VKM","09.11.2023 17:40","926 μS/cm","11.39 NTU","9.34 mg/L","7.64","09.11.2023 17:42"
"Muuli VKM","09.11.2023 17:35","930 μS/cm","11 NTU","9.35 mg/L","7.64","09.11.2023 17:37"
"Muuli VKM","09.11.2023 17:30","933 μS/cm","10.58 NTU","9.4 mg/L","7.64","09.11.2023 17:32"
"Muuli VKM","09.11.2023 17:25","937 μS/cm","10.15 NTU","9.41 mg/L","7.64","09.11.2023 17:27"
"Muuli VKM","09.11.2023 17:20","940 μS/cm","9.62 NTU","9.46 mg/L","7.64","09.11.2023 17:22"
"Muuli VKM","09.11.2023 17:15","944 μS/cm","8.94 NTU","9.47 mg/L","7.63","09.11.2023 17:17"
"Muuli VKM","09.11.2023 17:10","947 μS/cm","6.95 NTU","9.46 mg/L","7.62","09.11.2023 17:12"
"Muuli VKM","09.11.2023 17:05","951 μS/cm","3.99 NTU","9.42 mg/L","7.62","09.11.2023 17:07"
"Muuli VKM","09.11.2023 17:00","946 μS/cm","3.81 NTU","9.14 mg/L","7.64","09.11.2023 17:02"
"Muuli VKM","09.11.2023 16:55","947 μS/cm","2.8 NTU","9.15 mg/L","7.63","09.11.2023 16:57"
"Muuli VKM","09.11.2023 16:50","947 μS/cm","2.91 NTU","9.16 mg/L","7.63","09.11.2023 16:52"
"Muuli VKM","09.11.2023 16:45","947 μS/cm","3.05 NTU","9.18 mg/L","7.62","09.11.2023 16:47"
"Muuli VKM","09.11.2023 16:40","947 μS/cm","3.77 NTU","9.18 mg/L","7.62","09.11.2023 16:42"
"Muuli VKM","09.11.2023 16:35","948 μS/cm","4.45 NTU","9.16 mg/L","7.61","09.11.2023 16:37"
"Muuli VKM","09.11.2023 16:30","948 μS/cm","5.2 NTU","9.2 mg/L","7.62","09.11.2023 16:32"
"Muuli VKM","09.11.2023 16:25","948 μS/cm","5.95 NTU","9.19 mg/L","7.62","09.11.2023 16:27"
"Muuli VKM","09.11.2023 16:20","949 μS/cm","6.65 NTU","9.19 mg/L","7.61","09.11.2023 16:22"
"Muuli VKM","09.11.2023 16:15","949 μS/cm","7.4 NTU","9.21 mg/L","7.61","09.11.2023 16:17"
"Muuli VKM","09.11.2023 16:10","949 μS/cm","8.15 NTU","9.24 mg/L","7.61","09.11.2023 16:12"
"Muuli VKM","09.11.2023 16:05","949 μS/cm","8.93 NTU","9.21 mg/L","7.61","09.11.2023 16:07"
"Muuli VKM","09.11.2023 16:00","949 μS/cm","11.65 NTU","9.23 mg/L","7.61","09.11.2023 16:02"
"Muuli VKM","09.11.2023 15:55","947 μS/cm","13.25 NTU","9.24 mg/L","7.61","09.11.2023 15:57"
"Muuli VKM","09.11.2023 15:50","945 μS/cm","13.01 NTU","9.25 mg/L","7.61","09.11.2023 15:52"
"Muuli VKM","09.11.2023 15:45","941 μS/cm","12.22 NTU","9.24 mg/L","7.62","09.11.2023 15:47"
"Muuli VKM","09.11.2023 15:40","938 μS/cm","11.41 NTU","9.27 mg/L","7.62","09.11.2023 15:42"
"Muuli VKM","09.11.2023 15:35","934 μS/cm","10.61 NTU","9.25 mg/L","7.62","09.11.2023 15:37"
"Muuli VKM","09.11.2023 15:30","930 μS/cm","9.83 NTU","9.31 mg/L","7.62","09.11.2023 15:32"
"Muuli VKM","09.11.2023 15:25","927 μS/cm","8.99 NTU","9.32 mg/L","7.62","09.11.2023 15:27"
"Muuli VKM","09.11.2023 15:20","923 μS/cm","8.12 NTU","9.37 mg/L","7.62","09.11.2023 15:22"
"Muuli VKM","09.11.2023 15:15","920 μS/cm","7.22 NTU","9.42 mg/L","7.61","09.11.2023 15:17"
"Muuli VKM","09.11.2023 15:10","918 μS/cm","4.37 NTU","9.51 mg/L","7.63","09.11.2023 15:12"
"Muuli VKM","09.11.2023 15:05","917 μS/cm","2.6 NTU","9.5 mg/L","7.63","09.11.2023 15:07"
"Muuli VKM","09.11.2023 15:00","914 μS/cm","2.15 NTU","9.44 mg/L","7.68","09.11.2023 15:02"
"Muuli VKM","09.11.2023 14:55","914 μS/cm","2.22 NTU","9.42 mg/L","7.68","09.11.2023 14:57"
"Muuli VKM","09.11.2023 14:50","914 μS/cm","2.33 NTU","9.4 mg/L","7.68","09.11.2023 14:52"
"Muuli VKM","09.11.2023 14:45","914 μS/cm","2.3 NTU","9.44 mg/L","7.68","09.11.2023 14:47"
"Muuli VKM","09.11.2023 14:40","914 μS/cm","2.26 NTU","9.4 mg/L","7.68","09.11.2023 14:42"
"Muuli VKM","09.11.2023 14:35","914 μS/cm","2.23 NTU","9.4 mg/L","7.68","09.11.2023 14:37"
"Muuli VKM","09.11.2023 14:30","915 μS/cm","2.25 NTU","9.43 mg/L","7.68","09.11.2023 14:32"
"Muuli VKM","09.11.2023 14:25","914 μS/cm","2.24 NTU","9.42 mg/L","7.67","09.11.2023 14:27"
"Muuli VKM","09.11.2023 14:20","914 μS/cm","2.24 NTU","9.42 mg/L","7.67","09.11.2023 14:22"
"Muuli VKM","09.11.2023 14:15","914 μS/cm","2.24 NTU","9.42 mg/L","7.67","09.11.2023 14:17"
"Muuli VKM","09.11.2023 14:10","915 μS/cm","2.2 NTU","9.43 mg/L","7.66","09.11.2023 14:12"
"Muuli VKM","09.11.2023 14:05","915 μS/cm","2.25 NTU","9.45 mg/L","7.66","09.11.2023 14:07"
"Muuli VKM","09.11.2023 14:00","915 μS/cm","2.99 NTU","9.42 mg/L","7.65","09.11.2023 14:02"
"Muuli VKM","09.11.2023 13:55","915 μS/cm","3.83 NTU","9.41 mg/L","7.65","09.11.2023 13:57"
"Muuli VKM","09.11.2023 13:50","915 μS/cm","4.97 NTU","9.44 mg/L","7.65","09.11.2023 13:52"
"Muuli VKM","09.11.2023 13:45","915 μS/cm","4.95 NTU","9.44 mg/L","7.65","09.11.2023 13:47"
"Muuli VKM","09.11.2023 13:40","914 μS/cm","4.96 NTU","9.47 mg/L","7.65","09.11.2023 13:42"
"Muuli VKM","09.11.2023 13:35","914 μS/cm","4.96 NTU","9.47 mg/L","7.65","09.11.2023 13:37"
"Muuli VKM","09.11.2023 13:30","914 μS/cm","4.94 NTU","9.45 mg/L","7.65","09.11.2023 13:32"
"Muuli VKM","09.11.2023 13:25","914 μS/cm","4.93 NTU","9.5 mg/L","7.65","09.11.2023 13:27"
"Muuli VKM","09.11.2023 13:20","913 μS/cm","4.93 NTU","9.53 mg/L","7.65","09.11.2023 13:22"
"Muuli VKM","09.11.2023 13:15","912 μS/cm","4.87 NTU","9.52 mg/L","7.64","09.11.2023 13:17"
"Muuli VKM","09.11.2023 13:10","911 μS/cm","4.1 NTU","9.53 mg/L","7.64","09.11.2023 13:12"
"Muuli VKM","09.11.2023 13:05","911 μS/cm","3.33 NTU","9.52 mg/L","7.64","09.11.2023 13:07"
"Muuli VKM","09.11.2023 13:00","908 μS/cm","2.26 NTU","9.36 mg/L","7.68","09.11.2023 13:02"
"Muuli VKM","09.11.2023 12:55","908 μS/cm","2.41 NTU","9.36 mg/L","7.68","09.11.2023 12:57"
"Muuli VKM","09.11.2023 12:50","908 μS/cm","2.57 NTU","9.38 mg/L","7.67","09.11.2023 12:52"
"Muuli VKM","09.11.2023 12:45","908 μS/cm","2.62 NTU","9.36 mg/L","7.66","09.11.2023 12:47"
"Muuli VKM","09.11.2023 12:40","908 μS/cm","2.62 NTU","9.35 mg/L","7.66","09.11.2023 12:42"
"Muuli VKM","09.11.2023 12:35","908 μS/cm","2.67 NTU","9.36 mg/L","7.66","09.11.2023 12:37"
"Muuli VKM","09.11.2023 12:30","909 μS/cm","2.69 NTU","9.35 mg/L","7.65","09.11.2023 12:32"
"Muuli VKM","09.11.2023 12:25","909 μS/cm","2.71 NTU","9.39 mg/L","7.65","09.11.2023 12:27"
"Muuli VKM","09.11.2023 12:20","908 μS/cm","2.69 NTU","9.37 mg/L","7.65","09.11.2023 12:22"
"Muuli VKM","09.11.2023 12:15","908 μS/cm","2.71 NTU","9.39 mg/L","7.65","09.11.2023 12:17"
"Muuli VKM","09.11.2023 12:10","908 μS/cm","2.76 NTU","9.37 mg/L","7.65","09.11.2023 12:12"
"Muuli VKM","09.11.2023 12:05","907 μS/cm","2.84 NTU","9.41 mg/L","7.65","09.11.2023 12:07"
"Muuli VKM","09.11.2023 12:00","907 μS/cm","3.72 NTU","9.42 mg/L","7.64","09.11.2023 12:02"
"Muuli VKM","09.11.2023 11:55","907 μS/cm","4.75 NTU","9.41 mg/L","7.64","09.11.2023 11:57"
"Muuli VKM","09.11.2023 11:50","908 μS/cm","8.18 NTU","9.42 mg/L","7.64","09.11.2023 11:52"
"Muuli VKM","09.11.2023 11:45","910 μS/cm","8.47 NTU","9.37 mg/L","7.64","09.11.2023 11:47"
"Muuli VKM","09.11.2023 11:40","911 μS/cm","8.77 NTU","9.42 mg/L","7.65","09.11.2023 11:42"
"Muuli VKM","09.11.2023 11:35","913 μS/cm","9.04 NTU","9.43 mg/L","7.65","09.11.2023 11:37"
"Muuli VKM","09.11.2023 11:30","915 μS/cm","9.33 NTU","9.45 mg/L","7.65","09.11.2023 11:32"
"Muuli VKM","09.11.2023 11:25","917 μS/cm","9.59 NTU","9.48 mg/L","7.65","09.11.2023 11:27"
"Muuli VKM","09.11.2023 11:20","919 μS/cm","9.8 NTU","9.52 mg/L","7.64","09.11.2023 11:22"
"Muuli VKM","09.11.2023 11:15","921 μS/cm","9.94 NTU","9.52 mg/L","7.63","09.11.2023 11:17"
"Muuli VKM","09.11.2023 11:10","922 μS/cm","9.3 NTU","9.51 mg/L","7.63","09.11.2023 11:12"
"Muuli VKM","09.11.2023 11:05","924 μS/cm","8.63 NTU","9.53 mg/L","7.63","09.11.2023 11:07"
"Muuli VKM","09.11.2023 11:00","921 μS/cm","5.63 NTU","9.21 mg/L","7.63","09.11.2023 11:02"
"Muuli VKM","09.11.2023 10:55","921 μS/cm","5.74 NTU","9.21 mg/L","7.64","09.11.2023 10:57"
"Muuli VKM","09.11.2023 10:50","920 μS/cm","5.66 NTU","9.23 mg/L","7.64","09.11.2023 10:52"
"Muuli VKM","09.11.2023 10:45","921 μS/cm","5.65 NTU","9.23 mg/L","7.64","09.11.2023 10:47"
"Muuli VKM","09.11.2023 10:40","921 μS/cm","5.64 NTU","9.23 mg/L","7.64","09.11.2023 10:42"
"Muuli VKM","09.11.2023 10:35","920 μS/cm","5.68 NTU","9.24 mg/L","7.63","09.11.2023 10:37"
"Muuli VKM","09.11.2023 10:30","920 μS/cm","5.72 NTU","9.25 mg/L","7.63","09.11.2023 10:37"
"Muuli VKM","09.11.2023 10:25","920 μS/cm","5.76 NTU","9.24 mg/L","7.63","09.11.2023 10:27"
"Muuli VKM","09.11.2023 10:20","920 μS/cm","5.79 NTU","9.23 mg/L","7.63","09.11.2023 10:22"
"Muuli VKM","09.11.2023 10:15","920 μS/cm","5.9 NTU","9.24 mg/L","7.63","09.11.2023 10:17"
"Muuli VKM","09.11.2023 10:10","920 μS/cm","6 NTU","9.26 mg/L","7.63","09.11.2023 10:12"
"Muuli VKM","09.11.2023 10:05","920 μS/cm","6.24 NTU","9.24 mg/L","7.63","09.11.2023 10:07"
"Muuli VKM","09.11.2023 10:00","919 μS/cm","7.4 NTU","9.25 mg/L","7.63","09.11.2023 10:02"
"Muuli VKM","09.11.2023 09:55","917 μS/cm","9.3 NTU","9.27 mg/L","7.63","09.11.2023 09:57"
