"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","19.05.2024 10:25","869 μS/cm","100.96 NTU","5.83 mg/L","7.49","19.05.2024 10:27"
"Muuli VKM","19.05.2024 10:20","869 μS/cm","56.55 NTU","5.86 mg/L","7.5","19.05.2024 10:22"
"Muuli VKM","19.05.2024 10:15","868 μS/cm","52.34 NTU","5.86 mg/L","7.5","19.05.2024 10:17"
"Muuli VKM","19.05.2024 10:10","868 μS/cm","77.55 NTU","5.86 mg/L","7.51","19.05.2024 10:12"
"Muuli VKM","19.05.2024 10:05","868 μS/cm","95.47 NTU","5.88 mg/L","7.52","19.05.2024 10:07"
"Muuli VKM","19.05.2024 10:00","868 μS/cm","35.87 NTU","5.9 mg/L","7.52","19.05.2024 10:02"
"Muuli VKM","19.05.2024 09:55","868 μS/cm","32.16 NTU","5.9 mg/L","7.53","19.05.2024 09:57"
"Muuli VKM","19.05.2024 09:50","867 μS/cm","29.43 NTU","5.91 mg/L","7.54","19.05.2024 09:52"
"Muuli VKM","19.05.2024 09:45","868 μS/cm","25.79 NTU","5.91 mg/L","7.54","19.05.2024 09:47"
"Muuli VKM","19.05.2024 09:40","869 μS/cm","21.99 NTU","5.92 mg/L","7.55","19.05.2024 09:42"
"Muuli VKM","19.05.2024 09:35","869 μS/cm","18.57 NTU","5.9 mg/L","7.55","19.05.2024 09:37"
"Muuli VKM","19.05.2024 09:30","869 μS/cm","14.51 NTU","5.93 mg/L","7.55","19.05.2024 09:32"
"Muuli VKM","19.05.2024 09:25","869 μS/cm","10.98 NTU","5.92 mg/L","7.55","19.05.2024 09:27"
"Muuli VKM","19.05.2024 09:20","869 μS/cm","6.56 NTU","5.92 mg/L","7.54","19.05.2024 09:22"
"Muuli VKM","19.05.2024 09:15","869 μS/cm","3.77 NTU","5.85 mg/L","7.51","19.05.2024 09:17"
"Muuli VKM","19.05.2024 09:10","869 μS/cm","3.06 NTU","5.74 mg/L","7.49","19.05.2024 09:12"
"Muuli VKM","19.05.2024 09:05","869 μS/cm","2.17 NTU","5.6 mg/L","7.45","19.05.2024 09:07"
"Muuli VKM","19.05.2024 09:00","866 μS/cm","1.4 NTU","5.39 mg/L","7.42","19.05.2024 09:02"
"Muuli VKM","19.05.2024 08:55","865 μS/cm","1.41 NTU","5.4 mg/L","7.42","19.05.2024 08:57"
"Muuli VKM","19.05.2024 08:50","865 μS/cm","1.43 NTU","5.43 mg/L","7.42","19.05.2024 08:52"
"Muuli VKM","19.05.2024 08:45","865 μS/cm","1.49 NTU","5.42 mg/L","7.43","19.05.2024 08:47"
"Muuli VKM","19.05.2024 08:40","865 μS/cm","1.56 NTU","5.43 mg/L","7.43","19.05.2024 08:42"
"Muuli VKM","19.05.2024 08:35","864 μS/cm","1.65 NTU","5.44 mg/L","7.43","19.05.2024 08:37"
"Muuli VKM","19.05.2024 08:30","864 μS/cm","1.8 NTU","5.46 mg/L","7.44","19.05.2024 08:32"
"Muuli VKM","19.05.2024 08:25","863 μS/cm","1.93 NTU","5.47 mg/L","7.45","19.05.2024 08:27"
"Muuli VKM","19.05.2024 08:20","862 μS/cm","2.05 NTU","5.47 mg/L","7.45","19.05.2024 08:22"
"Muuli VKM","19.05.2024 08:15","862 μS/cm","2.19 NTU","5.48 mg/L","7.46","19.05.2024 08:17"
"Muuli VKM","19.05.2024 08:10","862 μS/cm","2.35 NTU","5.49 mg/L","7.47","19.05.2024 08:12"
"Muuli VKM","19.05.2024 08:05","861 μS/cm","2.58 NTU","5.5 mg/L","7.47","19.05.2024 08:07"
"Muuli VKM","19.05.2024 08:00","861 μS/cm","2.86 NTU","5.51 mg/L","7.48","19.05.2024 08:02"
"Muuli VKM","19.05.2024 07:55","861 μS/cm","3.03 NTU","5.51 mg/L","7.49","19.05.2024 07:57"
"Muuli VKM","19.05.2024 07:50","862 μS/cm","3.37 NTU","5.52 mg/L","7.49","19.05.2024 07:52"
"Muuli VKM","19.05.2024 07:45","866 μS/cm","3.27 NTU","5.53 mg/L","7.5","19.05.2024 07:47"
"Muuli VKM","19.05.2024 07:40","870 μS/cm","3.15 NTU","5.53 mg/L","7.51","19.05.2024 07:42"
"Muuli VKM","19.05.2024 07:35","874 μS/cm","3.22 NTU","5.53 mg/L","7.51","19.05.2024 07:37"
"Muuli VKM","19.05.2024 07:30","877 μS/cm","3.3 NTU","5.52 mg/L","7.51","19.05.2024 07:32"
"Muuli VKM","19.05.2024 07:25","881 μS/cm","3.34 NTU","5.54 mg/L","7.51","19.05.2024 07:27"
"Muuli VKM","19.05.2024 07:20","884 μS/cm","3.36 NTU","5.54 mg/L","7.5","19.05.2024 07:22"
"Muuli VKM","19.05.2024 07:15","887 μS/cm","3.26 NTU","5.44 mg/L","7.48","19.05.2024 07:17"
"Muuli VKM","19.05.2024 07:10","890 μS/cm","2.99 NTU","5.34 mg/L","7.45","19.05.2024 07:12"
"Muuli VKM","19.05.2024 07:05","893 μS/cm","2.83 NTU","5.23 mg/L","7.42","19.05.2024 07:07"
"Muuli VKM","19.05.2024 07:00","878 μS/cm","1.99 NTU","4.98 mg/L","7.39","19.05.2024 07:02"
"Muuli VKM","19.05.2024 06:55","877 μS/cm","2.34 NTU","4.98 mg/L","7.39","19.05.2024 06:57"
"Muuli VKM","19.05.2024 06:50","877 μS/cm","3.24 NTU","5 mg/L","7.39","19.05.2024 06:52"
"Muuli VKM","19.05.2024 06:45","876 μS/cm","1437.99 NTU","5.01 mg/L","7.4","19.05.2024 06:47"
"Muuli VKM","19.05.2024 06:40","876 μS/cm","186.59 NTU","5.03 mg/L","7.4","19.05.2024 06:42"
"Muuli VKM","19.05.2024 06:35","875 μS/cm","2.43 NTU","5.04 mg/L","7.4","19.05.2024 06:37"
"Muuli VKM","19.05.2024 06:30","875 μS/cm","2.42 NTU","5.05 mg/L","7.41","19.05.2024 06:32"
"Muuli VKM","19.05.2024 06:25","874 μS/cm","2.5 NTU","5.06 mg/L","7.41","19.05.2024 06:27"
"Muuli VKM","19.05.2024 06:20","874 μS/cm","2.54 NTU","5.07 mg/L","7.42","19.05.2024 06:22"
"Muuli VKM","19.05.2024 06:15","874 μS/cm","2.6 NTU","5.07 mg/L","7.42","19.05.2024 06:17"
"Muuli VKM","19.05.2024 06:10","874 μS/cm","2.65 NTU","5.1 mg/L","7.43","19.05.2024 06:12"
"Muuli VKM","19.05.2024 06:05","874 μS/cm","2.76 NTU","5.11 mg/L","7.44","19.05.2024 06:07"
"Muuli VKM","19.05.2024 06:00","874 μS/cm","3.1 NTU","5.13 mg/L","7.45","19.05.2024 06:02"
"Muuli VKM","19.05.2024 05:55","875 μS/cm","3.53 NTU","5.14 mg/L","7.45","19.05.2024 05:57"
"Muuli VKM","19.05.2024 05:50","877 μS/cm","4.16 NTU","5.14 mg/L","7.46","19.05.2024 05:52"
"Muuli VKM","19.05.2024 05:45","884 μS/cm","4.28 NTU","5.14 mg/L","7.47","19.05.2024 05:47"
"Muuli VKM","19.05.2024 05:40","891 μS/cm","4.42 NTU","5.15 mg/L","7.48","19.05.2024 05:42"
"Muuli VKM","19.05.2024 05:35","897 μS/cm","4.48 NTU","5.15 mg/L","7.48","19.05.2024 05:37"
"Muuli VKM","19.05.2024 05:30","904 μS/cm","4.61 NTU","5.16 mg/L","7.48","19.05.2024 05:32"
"Muuli VKM","19.05.2024 05:25","910 μS/cm","4.71 NTU","5.17 mg/L","7.48","19.05.2024 05:27"
"Muuli VKM","19.05.2024 05:20","917 μS/cm","4.86 NTU","5.16 mg/L","7.47","19.05.2024 05:22"
"Muuli VKM","19.05.2024 05:15","923 μS/cm","4.92 NTU","5.09 mg/L","7.45","19.05.2024 05:17"
"Muuli VKM","19.05.2024 05:10","928 μS/cm","4.76 NTU","4.99 mg/L","7.42","19.05.2024 05:12"
"Muuli VKM","19.05.2024 05:05","932 μS/cm","4.46 NTU","4.86 mg/L","7.38","19.05.2024 05:07"
"Muuli VKM","19.05.2024 05:00","916 μS/cm","3.95 NTU","4.66 mg/L","7.35","19.05.2024 05:02"
"Muuli VKM","19.05.2024 04:55","916 μS/cm","3.97 NTU","4.68 mg/L","7.36","19.05.2024 04:57"
"Muuli VKM","19.05.2024 04:50","916 μS/cm","4.02 NTU","4.72 mg/L","7.36","19.05.2024 04:52"
"Muuli VKM","19.05.2024 04:45","915 μS/cm","4.06 NTU","4.72 mg/L","7.36","19.05.2024 04:47"
"Muuli VKM","19.05.2024 04:40","915 μS/cm","4.04 NTU","4.74 mg/L","7.36","19.05.2024 04:42"
"Muuli VKM","19.05.2024 04:35","915 μS/cm","4.04 NTU","4.76 mg/L","7.37","19.05.2024 04:37"
"Muuli VKM","19.05.2024 04:30","914 μS/cm","3.99 NTU","4.81 mg/L","7.37","19.05.2024 04:32"
"Muuli VKM","19.05.2024 04:25","914 μS/cm","4.02 NTU","4.82 mg/L","7.38","19.05.2024 04:27"
"Muuli VKM","19.05.2024 04:20","913 μS/cm","4.01 NTU","4.85 mg/L","7.38","19.05.2024 04:22"
"Muuli VKM","19.05.2024 04:15","913 μS/cm","4.03 NTU","4.87 mg/L","7.39","19.05.2024 04:17"
"Muuli VKM","19.05.2024 04:10","913 μS/cm","4.03 NTU","4.9 mg/L","7.4","19.05.2024 04:12"
"Muuli VKM","19.05.2024 04:05","912 μS/cm","4.08 NTU","4.93 mg/L","7.41","19.05.2024 04:07"
"Muuli VKM","19.05.2024 04:00","912 μS/cm","4.29 NTU","4.95 mg/L","7.42","19.05.2024 04:02"
"Muuli VKM","19.05.2024 03:55","913 μS/cm","4.52 NTU","4.97 mg/L","7.43","19.05.2024 03:57"
"Muuli VKM","19.05.2024 03:50","913 μS/cm","4.8 NTU","5 mg/L","7.44","19.05.2024 03:52"
"Muuli VKM","19.05.2024 03:45","920 μS/cm","4.72 NTU","5.03 mg/L","7.45","19.05.2024 03:47"
"Muuli VKM","19.05.2024 03:40","927 μS/cm","4.63 NTU","5.04 mg/L","7.46","19.05.2024 03:42"
"Muuli VKM","19.05.2024 03:35","935 μS/cm","4.51 NTU","5.05 mg/L","7.46","19.05.2024 03:37"
"Muuli VKM","19.05.2024 03:30","942 μS/cm","4.46 NTU","5.07 mg/L","7.47","19.05.2024 03:32"
"Muuli VKM","19.05.2024 03:25","950 μS/cm","4.38 NTU","5.1 mg/L","7.47","19.05.2024 03:27"
"Muuli VKM","19.05.2024 03:20","957 μS/cm","4.31 NTU","5.13 mg/L","7.46","19.05.2024 03:22"
"Muuli VKM","19.05.2024 03:15","964 μS/cm","4.25 NTU","5.11 mg/L","7.45","19.05.2024 03:17"
"Muuli VKM","19.05.2024 03:10","970 μS/cm","3.98 NTU","5.11 mg/L","7.42","19.05.2024 03:12"
"Muuli VKM","19.05.2024 03:05","977 μS/cm","3.74 NTU","5.05 mg/L","7.39","19.05.2024 03:07"
"Muuli VKM","19.05.2024 03:00","954 μS/cm","3.43 NTU","4.83 mg/L","7.35","19.05.2024 03:02"
"Muuli VKM","19.05.2024 02:55","954 μS/cm","3.5 NTU","4.85 mg/L","7.36","19.05.2024 02:57"
"Muuli VKM","19.05.2024 02:50","953 μS/cm","3.56 NTU","4.84 mg/L","7.36","19.05.2024 02:52"
"Muuli VKM","19.05.2024 02:45","953 μS/cm","3.62 NTU","4.86 mg/L","7.36","19.05.2024 02:47"
"Muuli VKM","19.05.2024 02:40","953 μS/cm","3.66 NTU","4.88 mg/L","7.37","19.05.2024 02:42"
"Muuli VKM","19.05.2024 02:35","952 μS/cm","3.75 NTU","4.89 mg/L","7.38","19.05.2024 02:37"
"Muuli VKM","19.05.2024 02:30","952 μS/cm","3.78 NTU","4.9 mg/L","7.38","19.05.2024 02:32"
"Muuli VKM","19.05.2024 02:25","952 μS/cm","3.79 NTU","4.9 mg/L","7.39","19.05.2024 02:27"
"Muuli VKM","19.05.2024 02:20","951 μS/cm","3.86 NTU","4.92 mg/L","7.39","19.05.2024 02:22"
"Muuli VKM","19.05.2024 02:15","951 μS/cm","3.9 NTU","4.91 mg/L","7.4","19.05.2024 02:17"
"Muuli VKM","19.05.2024 02:10","951 μS/cm","3.97 NTU","4.94 mg/L","7.41","19.05.2024 02:12"
"Muuli VKM","19.05.2024 02:05","950 μS/cm","4.08 NTU","4.96 mg/L","7.42","19.05.2024 02:07"
"Muuli VKM","19.05.2024 02:00","950 μS/cm","4.19 NTU","4.95 mg/L","7.43","19.05.2024 02:02"
"Muuli VKM","19.05.2024 01:55","950 μS/cm","5.15 NTU","4.96 mg/L","7.44","19.05.2024 01:57"
"Muuli VKM","19.05.2024 01:50","952 μS/cm","5.88 NTU","4.98 mg/L","7.44","19.05.2024 01:52"
"Muuli VKM","19.05.2024 01:45","949 μS/cm","5.65 NTU","4.98 mg/L","7.45","19.05.2024 01:47"
"Muuli VKM","19.05.2024 01:40","946 μS/cm","5.49 NTU","5 mg/L","7.46","19.05.2024 01:42"
"Muuli VKM","19.05.2024 01:35","942 μS/cm","5.33 NTU","4.99 mg/L","7.46","19.05.2024 01:37"
"Muuli VKM","19.05.2024 01:30","939 μS/cm","5.14 NTU","4.98 mg/L","7.47","19.05.2024 01:32"
"Muuli VKM","19.05.2024 01:25","935 μS/cm","4.9 NTU","4.98 mg/L","7.47","19.05.2024 01:27"
"Muuli VKM","19.05.2024 01:20","931 μS/cm","4.64 NTU","5 mg/L","7.46","19.05.2024 01:22"
"Muuli VKM","19.05.2024 01:15","926 μS/cm","4.4 NTU","4.93 mg/L","7.45","19.05.2024 01:17"
"Muuli VKM","19.05.2024 01:10","919 μS/cm","4.12 NTU","4.88 mg/L","7.42","19.05.2024 01:12"
"Muuli VKM","19.05.2024 01:05","913 μS/cm","3.01 NTU","4.8 mg/L","7.38","19.05.2024 01:07"
"Muuli VKM","19.05.2024 01:00","911 μS/cm","2.08 NTU","4.71 mg/L","7.37","19.05.2024 01:02"
"Muuli VKM","19.05.2024 00:55","911 μS/cm","2.07 NTU","4.74 mg/L","7.37","19.05.2024 00:57"
"Muuli VKM","19.05.2024 00:50","911 μS/cm","2.05 NTU","4.73 mg/L","7.37","19.05.2024 00:52"
"Muuli VKM","19.05.2024 00:45","911 μS/cm","2.03 NTU","4.74 mg/L","7.38","19.05.2024 00:47"
"Muuli VKM","19.05.2024 00:40","910 μS/cm","2.03 NTU","4.76 mg/L","7.38","19.05.2024 00:42"
"Muuli VKM","19.05.2024 00:35","910 μS/cm","2.09 NTU","4.77 mg/L","7.39","19.05.2024 00:37"
"Muuli VKM","19.05.2024 00:30","910 μS/cm","2.14 NTU","4.79 mg/L","7.39","19.05.2024 00:32"
"Muuli VKM","19.05.2024 00:25","909 μS/cm","2.11 NTU","4.8 mg/L","7.4","19.05.2024 00:27"
"Muuli VKM","19.05.2024 00:20","909 μS/cm","3.4 NTU","4.81 mg/L","7.41","19.05.2024 00:22"
"Muuli VKM","19.05.2024 00:15","909 μS/cm","3.53 NTU","4.84 mg/L","7.41","19.05.2024 00:17"
"Muuli VKM","19.05.2024 00:10","909 μS/cm","3.73 NTU","4.85 mg/L","7.42","19.05.2024 00:12"
"Muuli VKM","19.05.2024 00:05","909 μS/cm","4.01 NTU","4.89 mg/L","7.43","19.05.2024 00:07"
"Muuli VKM","19.05.2024 00:00","909 μS/cm","4.36 NTU","4.87 mg/L","7.44","19.05.2024 00:02"
"Muuli VKM","18.05.2024 23:55","911 μS/cm","4.84 NTU","4.9 mg/L","7.45","18.05.2024 23:57"
"Muuli VKM","18.05.2024 23:50","915 μS/cm","5.5 NTU","4.9 mg/L","7.46","18.05.2024 23:52"
"Muuli VKM","18.05.2024 23:45","926 μS/cm","6.46 NTU","4.91 mg/L","7.47","18.05.2024 23:47"
"Muuli VKM","18.05.2024 23:40","937 μS/cm","8.49 NTU","4.92 mg/L","7.48","18.05.2024 23:42"
"Muuli VKM","18.05.2024 23:35","947 μS/cm","14.89 NTU","4.94 mg/L","7.48","18.05.2024 23:37"
"Muuli VKM","18.05.2024 23:30","958 μS/cm","426.86 NTU","4.92 mg/L","7.49","18.05.2024 23:32"
"Muuli VKM","18.05.2024 23:25","969 μS/cm","526 NTU","4.91 mg/L","7.49","18.05.2024 23:27"
"Muuli VKM","18.05.2024 23:20","980 μS/cm","598.75 NTU","4.92 mg/L","7.48","18.05.2024 23:22"
"Muuli VKM","18.05.2024 23:15","990 μS/cm","4.43 NTU","4.9 mg/L","7.46","18.05.2024 23:17"
"Muuli VKM","18.05.2024 23:10","999 μS/cm","4.18 NTU","4.81 mg/L","7.43","18.05.2024 23:12"
"Muuli VKM","18.05.2024 23:05","1006 μS/cm","3.88 NTU","4.76 mg/L","7.4","18.05.2024 23:07"
"Muuli VKM","18.05.2024 23:00","996 μS/cm","3.12 NTU","4.58 mg/L","7.35","18.05.2024 23:02"
"Muuli VKM","18.05.2024 22:55","995 μS/cm","3.15 NTU","4.59 mg/L","7.36","18.05.2024 22:57"
"Muuli VKM","18.05.2024 22:50","995 μS/cm","3.2 NTU","4.64 mg/L","7.36","18.05.2024 22:52"
"Muuli VKM","18.05.2024 22:45","994 μS/cm","3.27 NTU","4.64 mg/L","7.36","18.05.2024 22:47"
"Muuli VKM","18.05.2024 22:40","994 μS/cm","3.48 NTU","4.67 mg/L","7.37","18.05.2024 22:42"
"Muuli VKM","18.05.2024 22:35","993 μS/cm","3.69 NTU","4.71 mg/L","7.37","18.05.2024 22:37"
"Muuli VKM","18.05.2024 22:30","992 μS/cm","3.87 NTU","4.73 mg/L","7.37","18.05.2024 22:32"
"Muuli VKM","18.05.2024 22:25","991 μS/cm","4.06 NTU","4.75 mg/L","7.38","18.05.2024 22:27"
"Muuli VKM","18.05.2024 22:20","991 μS/cm","4.25 NTU","4.78 mg/L","7.39","18.05.2024 22:22"
"Muuli VKM","18.05.2024 22:15","989 μS/cm","4.46 NTU","4.79 mg/L","7.39","18.05.2024 22:17"
"Muuli VKM","18.05.2024 22:10","989 μS/cm","5.16 NTU","4.83 mg/L","7.4","18.05.2024 22:12"
"Muuli VKM","18.05.2024 22:05","988 μS/cm","6.42 NTU","4.84 mg/L","7.41","18.05.2024 22:07"
"Muuli VKM","18.05.2024 22:00","988 μS/cm","6.74 NTU","4.89 mg/L","7.42","18.05.2024 22:02"
"Muuli VKM","18.05.2024 21:55","986 μS/cm","7.14 NTU","4.92 mg/L","7.43","18.05.2024 21:57"
"Muuli VKM","18.05.2024 21:50","981 μS/cm","7.45 NTU","4.94 mg/L","7.44","18.05.2024 21:52"
"Muuli VKM","18.05.2024 21:45","979 μS/cm","7.85 NTU","4.98 mg/L","7.46","18.05.2024 21:47"
"Muuli VKM","18.05.2024 21:40","977 μS/cm","8.41 NTU","4.99 mg/L","7.47","18.05.2024 21:42"
"Muuli VKM","18.05.2024 21:35","975 μS/cm","9.26 NTU","5.04 mg/L","7.48","18.05.2024 21:37"
"Muuli VKM","18.05.2024 21:30","973 μS/cm","10.59 NTU","5.07 mg/L","7.49","18.05.2024 21:32"
"Muuli VKM","18.05.2024 21:25","971 μS/cm","13.26 NTU","5.09 mg/L","7.49","18.05.2024 21:27"
"Muuli VKM","18.05.2024 21:20","970 μS/cm","16.13 NTU","5.14 mg/L","7.49","18.05.2024 21:22"
"Muuli VKM","18.05.2024 21:15","968 μS/cm","95.77 NTU","5.16 mg/L","7.48","18.05.2024 21:17"
"Muuli VKM","18.05.2024 21:10","966 μS/cm","8.91 NTU","5.14 mg/L","7.46","18.05.2024 21:12"
"Muuli VKM","18.05.2024 21:05","965 μS/cm","8.41 NTU","5.13 mg/L","7.44","18.05.2024 21:07"
"Muuli VKM","18.05.2024 21:00","955 μS/cm","7.47 NTU","4.9 mg/L","7.39","18.05.2024 21:02"
"Muuli VKM","18.05.2024 20:55","954 μS/cm","7.5 NTU","4.93 mg/L","7.39","18.05.2024 20:57"
"Muuli VKM","18.05.2024 20:50","954 μS/cm","4.64 NTU","4.99 mg/L","7.39","18.05.2024 20:52"
"Muuli VKM","18.05.2024 20:45","954 μS/cm","11.16 NTU","5.01 mg/L","7.39","18.05.2024 20:47"
"Muuli VKM","18.05.2024 20:40","954 μS/cm","11.17 NTU","5.05 mg/L","7.4","18.05.2024 20:42"
"Muuli VKM","18.05.2024 20:35","953 μS/cm","11.2 NTU","5.08 mg/L","7.4","18.05.2024 20:37"
"Muuli VKM","18.05.2024 20:30","953 μS/cm","11.31 NTU","5.11 mg/L","7.4","18.05.2024 20:32"
"Muuli VKM","18.05.2024 20:25","953 μS/cm","11.42 NTU","5.14 mg/L","7.41","18.05.2024 20:27"
"Muuli VKM","18.05.2024 20:20","952 μS/cm","11.67 NTU","5.19 mg/L","7.41","18.05.2024 20:22"
"Muuli VKM","18.05.2024 20:15","952 μS/cm","12.57 NTU","5.22 mg/L","7.42","18.05.2024 20:17"
"Muuli VKM","18.05.2024 20:10","952 μS/cm","13.77 NTU","5.26 mg/L","7.43","18.05.2024 20:12"
"Muuli VKM","18.05.2024 20:05","951 μS/cm","15.27 NTU","5.29 mg/L","7.43","18.05.2024 20:07"
"Muuli VKM","18.05.2024 20:00","951 μS/cm","14.94 NTU","5.32 mg/L","7.45","18.05.2024 20:02"
"Muuli VKM","18.05.2024 19:55","953 μS/cm","4.26 NTU","5.4 mg/L","7.46","18.05.2024 19:57"
"Muuli VKM","18.05.2024 19:50","955 μS/cm","4.47 NTU","5.43 mg/L","7.47","18.05.2024 19:52"
"Muuli VKM","18.05.2024 19:45","954 μS/cm","4.71 NTU","5.46 mg/L","7.48","18.05.2024 19:47"
"Muuli VKM","18.05.2024 19:40","954 μS/cm","5.07 NTU","5.49 mg/L","7.49","18.05.2024 19:42"
"Muuli VKM","18.05.2024 19:35","954 μS/cm","6.05 NTU","5.54 mg/L","7.51","18.05.2024 19:37"
"Muuli VKM","18.05.2024 19:30","954 μS/cm","325.7 NTU","5.59 mg/L","7.52","18.05.2024 19:32"
"Muuli VKM","18.05.2024 19:25","954 μS/cm","6.27 NTU","5.62 mg/L","7.53","18.05.2024 19:27"
"Muuli VKM","18.05.2024 19:20","954 μS/cm","6.16 NTU","5.7 mg/L","7.53","18.05.2024 19:22"
"Muuli VKM","18.05.2024 19:15","954 μS/cm","6.07 NTU","5.71 mg/L","7.52","18.05.2024 19:17"
"Muuli VKM","18.05.2024 19:10","954 μS/cm","5.83 NTU","5.73 mg/L","7.5","18.05.2024 19:12"
"Muuli VKM","18.05.2024 19:05","953 μS/cm","5.38 NTU","5.77 mg/L","7.47","18.05.2024 19:07"
"Muuli VKM","18.05.2024 19:00","957 μS/cm","4.35 NTU","5.67 mg/L","7.45","18.05.2024 19:02"
"Muuli VKM","18.05.2024 18:55","957 μS/cm","4.64 NTU","5.68 mg/L","7.45","18.05.2024 18:57"
"Muuli VKM","18.05.2024 18:50","957 μS/cm","5.01 NTU","5.69 mg/L","7.45","18.05.2024 18:52"
"Muuli VKM","18.05.2024 18:45","956 μS/cm","5.43 NTU","5.71 mg/L","7.46","18.05.2024 18:47"
"Muuli VKM","18.05.2024 18:40","956 μS/cm","5.94 NTU","5.73 mg/L","7.47","18.05.2024 18:42"
"Muuli VKM","18.05.2024 18:35","955 μS/cm","6.31 NTU","5.75 mg/L","7.47","18.05.2024 18:37"
"Muuli VKM","18.05.2024 18:30","954 μS/cm","6.69 NTU","5.79 mg/L","7.48","18.05.2024 18:32"
"Muuli VKM","18.05.2024 18:25","954 μS/cm","7.05 NTU","5.81 mg/L","7.48","18.05.2024 18:27"
"Muuli VKM","18.05.2024 18:20","953 μS/cm","7.42 NTU","5.83 mg/L","7.49","18.05.2024 18:22"
"Muuli VKM","18.05.2024 18:15","953 μS/cm","7.8 NTU","5.86 mg/L","7.5","18.05.2024 18:17"
"Muuli VKM","18.05.2024 18:10","952 μS/cm","8.16 NTU","5.9 mg/L","7.51","18.05.2024 18:12"
"Muuli VKM","18.05.2024 18:05","950 μS/cm","8.64 NTU","5.89 mg/L","7.52","18.05.2024 18:07"
"Muuli VKM","18.05.2024 18:00","949 μS/cm","9.15 NTU","5.95 mg/L","7.53","18.05.2024 18:02"
"Muuli VKM","18.05.2024 17:55","949 μS/cm","9.55 NTU","5.97 mg/L","7.54","18.05.2024 17:57"
"Muuli VKM","18.05.2024 17:50","947 μS/cm","10.1 NTU","5.97 mg/L","7.55","18.05.2024 17:52"
"Muuli VKM","18.05.2024 17:45","948 μS/cm","9.53 NTU","5.99 mg/L","7.56","18.05.2024 17:47"
"Muuli VKM","18.05.2024 17:40","948 μS/cm","8.91 NTU","6.03 mg/L","7.57","18.05.2024 17:42"
"Muuli VKM","18.05.2024 17:35","948 μS/cm","8.24 NTU","6.06 mg/L","7.58","18.05.2024 17:37"
"Muuli VKM","18.05.2024 17:30","949 μS/cm","7.55 NTU","6.09 mg/L","7.58","18.05.2024 17:32"
"Muuli VKM","18.05.2024 17:25","949 μS/cm","6.86 NTU","6.11 mg/L","7.59","18.05.2024 17:27"
"Muuli VKM","18.05.2024 17:20","950 μS/cm","8.77 NTU","6.14 mg/L","7.58","18.05.2024 17:22"
"Muuli VKM","18.05.2024 17:15","952 μS/cm","9.21 NTU","6.15 mg/L","7.56","18.05.2024 17:17"
"Muuli VKM","18.05.2024 17:10","953 μS/cm","8.88 NTU","6.13 mg/L","7.54","18.05.2024 17:12"
"Muuli VKM","18.05.2024 17:05","955 μS/cm","8.53 NTU","6.13 mg/L","7.5","18.05.2024 17:07"
"Muuli VKM","18.05.2024 17:00","958 μS/cm","7.7 NTU","5.93 mg/L","7.48","18.05.2024 17:02"
"Muuli VKM","18.05.2024 16:55","958 μS/cm","8.68 NTU","5.94 mg/L","7.48","18.05.2024 16:57"
"Muuli VKM","18.05.2024 16:50","958 μS/cm","10.03 NTU","5.96 mg/L","7.49","18.05.2024 16:52"
"Muuli VKM","18.05.2024 16:45","957 μS/cm","12.1 NTU","5.97 mg/L","7.49","18.05.2024 16:47"
"Muuli VKM","18.05.2024 16:40","957 μS/cm","15.48 NTU","5.98 mg/L","7.5","18.05.2024 16:42"
"Muuli VKM","18.05.2024 16:35","957 μS/cm","22.16 NTU","6 mg/L","7.51","18.05.2024 16:37"
"Muuli VKM","18.05.2024 16:30","957 μS/cm","15.57 NTU","6.03 mg/L","7.51","18.05.2024 16:32"
"Muuli VKM","18.05.2024 16:25","957 μS/cm","58.88 NTU","6.05 mg/L","7.52","18.05.2024 16:27"
"Muuli VKM","18.05.2024 16:20","957 μS/cm","439.47 NTU","6.06 mg/L","7.53","18.05.2024 16:22"
"Muuli VKM","18.05.2024 16:15","957 μS/cm","429.75 NTU","6.05 mg/L","7.54","18.05.2024 16:17"
"Muuli VKM","18.05.2024 16:10","957 μS/cm","381.44 NTU","6.09 mg/L","7.54","18.05.2024 16:12"
"Muuli VKM","18.05.2024 16:05","957 μS/cm","369.83 NTU","6.09 mg/L","7.55","18.05.2024 16:07"
"Muuli VKM","18.05.2024 16:00","958 μS/cm","364.44 NTU","6.13 mg/L","7.56","18.05.2024 16:02"
"Muuli VKM","18.05.2024 15:55","958 μS/cm","351.74 NTU","6.15 mg/L","7.57","18.05.2024 15:57"
"Muuli VKM","18.05.2024 15:50","960 μS/cm","347.52 NTU","6.16 mg/L","7.57","18.05.2024 15:52"
"Muuli VKM","18.05.2024 15:45","979 μS/cm","343.5 NTU","6.16 mg/L","7.58","18.05.2024 15:47"
"Muuli VKM","18.05.2024 15:40","997 μS/cm","339.58 NTU","6.17 mg/L","7.58","18.05.2024 15:42"
"Muuli VKM","18.05.2024 15:35","1016 μS/cm","335.55 NTU","6.21 mg/L","7.59","18.05.2024 15:37"
"Muuli VKM","18.05.2024 15:30","1035 μS/cm","331.53 NTU","6.21 mg/L","7.59","18.05.2024 15:32"
